x,y,z,n1,n2,n3
0.0,2.0,5.4,0.0,0.47,-0.88
0.2,1.625,5.2,0.0,0.47,-0.88
0.2,2.0,5.4,0.0,0.47,-0.88
0.0,2.0,5.4,0.0,-0.2,-0.98
0.0,1.0,5.6000000000000005,0.0,-0.2,-0.98
0.2,2.0,5.4,0.0,-0.2,-0.98
0.0,1.0,5.6000000000000005,-0.83,0.26,0.5
0.2,2.0,5.4,-0.83,0.26,0.5
0.2,1.625,5.6000000000000005,-0.83,0.26,0.5
0.0,1.0,5.6000000000000005,0.95,-0.3,0.0
0.0,1.0,5.800000000000001,0.95,-0.3,0.0
0.2,1.625,5.6000000000000005,0.95,-0.3,0.0
0.0,1.0,5.800000000000001,-0.95,0.32,0.04
0.2,1.625,5.6000000000000005,-0.95,0.32,0.04
0.2,1.6,5.800000000000001,-0.95,0.32,0.04
0.2,1.6,0.0,-0.83,-0.28,-0.48
0.2,1.25,0.2,-0.83,-0.28,-0.48
0.4,1.0,0.0,-0.83,-0.28,-0.48
0.2,1.25,0.2,-0.42,0.34,-0.84
0.4,1.0,0.0,-0.42,0.34,-0.84
0.4,1.5,0.2,-0.42,0.34,-0.84
0.2,1.25,0.2,0.73,-0.58,-0.36
0.2,1.125,0.4,0.73,-0.58,-0.36
0.4,1.5,0.2,0.73,-0.58,-0.36
0.2,1.125,0.4,0.0,0.47,0.88
0.4,1.5,0.2,0.0,0.47,0.88
0.4,1.125,0.4,0.0,0.47,0.88
0.2,1.125,0.4,0.0,-0.3,0.95
0.2,1.75,0.6000000000000001,0.0,-0.3,0.95
0.4,1.125,0.4,0.0,-0.3,0.95
0.2,1.75,0.6000000000000001,0.51,0.41,-0.76
0.4,1.125,0.4,0.51,0.41,-0.76
0.4,1.5,0.6000000000000001,0.51,0.41,-0.76
0.2,1.75,0.6000000000000001,-0.78,-0.62,0.0
0.2,1.75,0.8,-0.78,-0.62,0.0
0.4,1.5,0.6000000000000001,-0.78,-0.62,0.0
0.2,1.75,0.8,0.84,0.34,0.42
0.4,1.5,0.6000000000000001,0.84,0.34,0.42
0.4,1.25,0.8,0.84,0.34,0.42
0.2,1.75,0.8,-0.84,-0.34,0.42
0.2,2.0,1.0,-0.84,-0.34,0.42
0.4,1.25,0.8,-0.84,-0.34,0.42
0.2,2.0,1.0,-0.14,0.22,-0.97
0.4,1.25,0.8,-0.14,0.22,-0.97
0.4,2.125,1.0,-0.14,0.22,-0.97
0.2,2.0,1.0,0.47,-0.75,-0.47
0.2,1.875,1.2000000000000002,0.47,-0.75,-0.47
0.4,2.125,1.0,0.47,-0.75,-0.47
0.2,1.875,1.2000000000000002,0.28,0.45,0.85
0.4,2.125,1.0,0.28,0.45,0.85
0.4,1.75,1.2000000000000002,0.28,0.45,0.85
0.2,1.875,1.2000000000000002,-0.47,-0.75,-0.47
0.2,1.75,1.4000000000000001,-0.47,-0.75,-0.47
0.4,1.75,1.2000000000000002,-0.47,-0.75,-0.47
0.2,1.75,1.4000000000000001,-0.47,0.75,-0.47
0.4,1.75,1.2000000000000002,-0.47,0.75,-0.47
0.4,1.875,1.4000000000000001,-0.47,0.75,-0.47
0.2,1.75,1.4000000000000001,0.28,-0.45,0.85
0.2,2.125,1.6,0.28,-0.45,0.85
0.4,1.875,1.4000000000000001,0.28,-0.45,0.85
0.2,2.125,1.6,0.83,0.26,0.5
0.4,1.875,1.4000000000000001,0.83,0.26,0.5
0.4,1.5,1.6,0.83,0.26,0.5
0.2,2.125,1.6,-0.52,-0.17,-0.84
0.2,1.125,1.8,-0.52,-0.17,-0.84
0.4,1.5,1.6,-0.52,-0.17,-0.84
0.2,1.125,1.8,-0.88,0.47,0.0
0.4,1.5,1.6,-0.88,0.47,0.0
0.4,1.5,1.8,-0.88,0.47,0.0
0.2,1.125,1.8,0.88,-0.47,0.0
0.2,1.125,2.0,0.88,-0.47,0.0
0.4,1.5,1.8,0.88,-0.47,0.0
0.2,1.125,2.0,-0.9,0.36,-0.23
0.4,1.5,1.8,-0.9,0.36,-0.23
0.4,1.625,2.0,-0.9,0.36,-0.23
0.2,1.125,2.0,0.68,-0.27,-0.68
0.2,0.625,2.2,0.68,-0.27,-0.68
0.4,1.625,2.0,0.68,-0.27,-0.68
0.2,0.625,2.2,-0.68,0.27,0.68
0.4,1.625,2.0,-0.68,0.27,0.68
0.4,1.125,2.2,-0.68,0.27,0.68
0.2,0.625,2.2,0.54,-0.22,0.81
0.2,1.375,2.4000000000000004,0.54,-0.22,0.81
0.4,1.125,2.2,0.54,-0.22,0.81
0.2,1.375,2.4000000000000004,0.47,0.75,-0.47
0.4,1.125,2.2,0.47,0.75,-0.47
0.4,1.25,2.4000000000000004,0.47,0.75,-0.47
0.2,1.375,2.4000000000000004,-0.23,-0.36,0.9
0.2,1.875,2.6,-0.23,-0.36,0.9
0.4,1.25,2.4000000000000004,-0.23,-0.36,0.9
0.2,1.875,2.6,0.9,0.36,-0.23
0.4,1.25,2.4000000000000004,0.9,0.36,-0.23
0.4,1.375,2.6,0.9,0.36,-0.23
0.2,1.875,2.6,-0.9,-0.36,0.23
0.2,2.0,2.8000000000000003,-0.9,-0.36,0.23
0.4,1.375,2.6,-0.9,-0.36,0.23
0.2,2.0,2.8000000000000003,0.51,0.41,-0.76
0.4,1.375,2.6,0.51,0.41,-0.76
0.4,1.75,2.8000000000000003,0.51,0.41,-0.76
0.2,2.0,2.8000000000000003,-0.42,-0.34,-0.84
0.2,1.5,3.0,-0.42,-0.34,-0.84
0.4,1.75,2.8000000000000003,-0.42,-0.34,-0.84
0.2,1.5,3.0,-0.47,0.75,0.47
0.4,1.75,2.8000000000000003,-0.47,0.75,0.47
0.4,1.625,3.0,-0.47,0.75,0.47
0.2,1.5,3.0,0.36,-0.58,-0.73
0.2,1.25,3.2,0.36,-0.58,-0.73
0.4,1.625,3.0,0.36,-0.58,-0.73
0.2,1.25,3.2,0.23,0.36,0.9
0.4,1.625,3.0,0.23,0.36,0.9
0.4,1.125,3.2,0.23,0.36,0.9
0.2,1.25,3.2,-0.36,-0.58,0.73
0.2,1.5,3.4000000000000004,-0.36,-0.58,0.73
0.4,1.125,3.2,-0.36,-0.58,0.73
0.2,1.5,3.4000000000000004,0.0,0.47,-0.88
0.4,1.125,3.2,0.0,0.47,-0.88
0.4,1.5,3.4000000000000004,0.0,0.47,-0.88
0.2,1.5,3.4000000000000004,0.0,-0.62,0.78
0.2,1.75,3.6,0.0,-0.62,0.78
0.4,1.5,3.4000000000000004,0.0,-0.62,0.78
0.2,1.75,3.6,-0.54,0.22,-0.81
0.4,1.5,3.4000000000000004,-0.54,0.22,-0.81
0.4,2.25,3.6,-0.54,0.22,-0.81
0.2,1.75,3.6,0.9,-0.36,0.23
0.2,1.875,3.8000000000000003,0.9,-0.36,0.23
0.4,2.25,3.6,0.9,-0.36,0.23
0.2,1.875,3.8000000000000003,0.0,0.47,0.88
0.4,2.25,3.6,0.0,0.47,0.88
0.4,1.875,3.8000000000000003,0.0,0.47,0.88
0.2,1.875,3.8000000000000003,0.0,-0.62,0.78
0.2,2.125,4.0,0.0,-0.62,0.78
0.4,1.875,3.8000000000000003,0.0,-0.62,0.78
0.2,2.125,4.0,-0.28,0.45,-0.85
0.4,1.875,3.8000000000000003,-0.28,0.45,-0.85
0.4,2.25,4.0,-0.28,0.45,-0.85
0.2,2.125,4.0,0.23,-0.36,-0.9
0.2,1.625,4.2,0.23,-0.36,-0.9
0.4,2.25,4.0,0.23,-0.36,-0.9
0.2,1.625,4.2,0.16,0.25,0.95
0.4,2.25,4.0,0.16,0.25,0.95
0.4,1.5,4.2,0.16,0.25,0.95
0.2,1.625,4.2,-0.36,-0.58,0.73
0.2,1.875,4.4,-0.36,-0.58,0.73
0.4,1.5,4.2,-0.36,-0.58,0.73
0.2,1.875,4.4,0.9,0.36,0.23
0.4,1.5,4.2,0.9,0.36,0.23
0.4,1.375,4.4,0.9,0.36,0.23
0.2,1.875,4.4,-0.76,-0.3,-0.57
0.2,1.5,4.6000000000000005,-0.76,-0.3,-0.57
0.4,1.375,4.4,-0.76,-0.3,-0.57
0.2,1.5,4.6000000000000005,0.53,0.85,-0.0
0.4,1.375,4.4,0.53,0.85,-0.0
0.4,1.375,4.6000000000000005,0.53,0.85,-0.0
0.2,1.5,4.6000000000000005,-0.47,-0.75,0.47
0.2,1.625,4.800000000000001,-0.47,-0.75,0.47
0.4,1.375,4.6000000000000005,-0.47,-0.75,0.47
0.2,1.625,4.800000000000001,0.84,0.34,0.42
0.4,1.375,4.6000000000000005,0.84,0.34,0.42
0.4,1.125,4.800000000000001,0.84,0.34,0.42
0.2,1.625,4.800000000000001,-0.84,-0.34,0.42
0.2,1.875,5.0,-0.84,-0.34,0.42
0.4,1.125,4.800000000000001,-0.84,-0.34,0.42
0.2,1.875,5.0,-0.14,0.22,-0.97
0.4,1.125,4.800000000000001,-0.14,0.22,-0.97
0.4,2.0,5.0,-0.14,0.22,-0.97
0.2,1.875,5.0,0.36,-0.58,-0.73
0.2,1.625,5.2,0.36,-0.58,-0.73
0.4,2.0,5.0,0.36,-0.58,-0.73
0.2,1.625,5.2,-0.73,0.58,0.36
0.4,2.0,5.0,-0.73,0.58,0.36
0.4,1.875,5.2,-0.73,0.58,0.36
0.2,1.625,5.2,0.51,-0.41,0.76
0.2,2.0,5.4,0.51,-0.41,0.76
0.4,1.875,5.2,0.51,-0.41,0.76
0.2,2.0,5.4,0.53,0.85,-0.0
0.4,1.875,5.2,0.53,0.85,-0.0
0.4,1.875,5.4,0.53,0.85,-0.0
0.2,2.0,5.4,-0.28,-0.45,-0.85
0.2,1.625,5.6000000000000005,-0.28,-0.45,-0.85
0.4,1.875,5.4,-0.28,-0.45,-0.85
0.2,1.625,5.6000000000000005,0.0,0.62,0.78
0.4,1.875,5.4,0.0,0.62,0.78
0.4,1.625,5.6000000000000005,0.0,0.62,0.78
0.2,1.625,5.6000000000000005,0.0,-0.99,-0.12
0.2,1.6,5.800000000000001,0.0,-0.99,-0.12
0.4,1.625,5.6000000000000005,0.0,-0.99,-0.12
0.2,1.6,5.800000000000001,0.65,0.32,0.69
0.4,1.625,5.6000000000000005,0.65,0.32,0.69
0.4,1.2,5.800000000000001,0.65,0.32,0.69
0.4,1.0,0.0,0.0,-0.37,0.93
0.4,1.5,0.2,0.0,-0.37,0.93
0.6000000000000001,1.0,0.0,0.0,-0.37,0.93
0.4,1.5,0.2,-0.39,0.21,-0.9
0.6000000000000001,1.0,0.0,-0.39,0.21,-0.9
0.6000000000000001,1.875,0.2,-0.39,0.21,-0.9
0.4,1.5,0.2,0.66,-0.35,-0.66
0.4,1.125,0.4,0.66,-0.35,-0.66
0.6000000000000001,1.875,0.2,0.66,-0.35,-0.66
0.4,1.125,0.4,0.14,0.22,0.97
0.6000000000000001,1.875,0.2,0.14,0.22,0.97
0.6000000000000001,1.0,0.4,0.14,0.22,0.97
0.4,1.125,0.4,-0.28,-0.45,0.85
0.4,1.5,0.6000000000000001,-0.28,-0.45,0.85
0.6000000000000001,1.0,0.4,-0.28,-0.45,0.85
0.4,1.5,0.6000000000000001,-0.51,0.14,-0.85
0.6000000000000001,1.0,0.4,-0.51,0.14,-0.85
0.6000000000000001,2.25,0.6000000000000001,-0.51,0.14,-0.85
0.4,1.5,0.6000000000000001,0.92,-0.25,-0.31
0.4,1.25,0.8,0.92,-0.25,-0.31
0.6000000000000001,2.25,0.6000000000000001,0.92,-0.25,-0.31
0.4,1.25,0.8,-0.14,0.22,0.97
0.6000000000000001,2.25,0.6000000000000001,-0.14,0.22,0.97
0.6000000000000001,1.375,0.8,-0.14,0.22,0.97
0.4,1.25,0.8,0.14,-0.22,0.97
0.4,2.125,1.0,0.14,-0.22,0.97
0.6000000000000001,1.375,0.8,0.14,-0.22,0.97
0.4,2.125,1.0,0.66,0.35,-0.66
0.6000000000000001,1.375,0.8,0.66,0.35,-0.66
0.6000000000000001,1.75,1.0,0.66,0.35,-0.66
0.4,2.125,1.0,-0.66,-0.35,-0.66
0.4,1.75,1.2000000000000002,-0.66,-0.35,-0.66
0.6000000000000001,1.75,1.0,-0.66,-0.35,-0.66
0.4,1.75,1.2000000000000002,0.62,0.49,0.62
0.6000000000000001,1.75,1.0,0.62,0.49,0.62
0.6000000000000001,1.5,1.2000000000000002,0.62,0.49,0.62
0.4,1.75,1.2000000000000002,-0.73,-0.58,0.36
0.4,1.875,1.4000000000000001,-0.73,-0.58,0.36
0.6000000000000001,1.5,1.2000000000000002,-0.73,-0.58,0.36
0.4,1.875,1.4000000000000001,-0.23,0.36,-0.9
0.6000000000000001,1.5,1.2000000000000002,-0.23,0.36,-0.9
0.6000000000000001,2.0,1.4000000000000001,-0.23,0.36,-0.9
0.4,1.875,1.4000000000000001,0.28,-0.45,-0.85
0.4,1.5,1.6,0.28,-0.45,-0.85
0.6000000000000001,2.0,1.4000000000000001,0.28,-0.45,-0.85
0.4,1.5,1.6,0.31,0.25,0.92
0.6000000000000001,2.0,1.4000000000000001,0.31,0.25,0.92
0.6000000000000001,1.25,1.6,0.31,0.25,0.92
0.4,1.5,1.6,-0.78,-0.62,0.0
0.4,1.5,1.8,-0.78,-0.62,0.0
0.6000000000000001,1.25,1.6,-0.78,-0.62,0.0
0.4,1.5,1.8,0.85,0.45,0.28
0.6000000000000001,1.25,1.6,0.85,0.45,0.28
0.6000000000000001,1.125,1.8,0.85,0.45,0.28
0.4,1.5,1.8,-0.85,-0.45,0.28
0.4,1.625,2.0,-0.85,-0.45,0.28
0.6000000000000001,1.125,1.8,-0.85,-0.45,0.28
0.4,1.625,2.0,0.88,0.18,0.44
0.6000000000000001,1.125,1.8,0.88,0.18,0.44
0.6000000000000001,0.625,2.0,0.88,0.18,0.44
0.4,1.625,2.0,-0.88,-0.18,-0.44
0.4,1.125,2.2,-0.88,-0.18,-0.44
0.6000000000000001,0.625,2.0,-0.88,-0.18,-0.44
0.4,1.125,2.2,0.93,0.37,-0.0
0.6000000000000001,0.625,2.0,0.93,0.37,-0.0
0.6000000000000001,0.625,2.2,0.93,0.37,-0.0
0.4,1.125,2.2,-0.9,-0.36,0.23
0.4,1.25,2.4000000000000004,-0.9,-0.36,0.23
0.6000000000000001,0.625,2.2,-0.9,-0.36,0.23
0.4,1.25,2.4000000000000004,-0.16,0.25,-0.95
0.6000000000000001,0.625,2.2,-0.16,0.25,-0.95
0.6000000000000001,1.375,2.4000000000000004,-0.16,0.25,-0.95
0.4,1.25,2.4000000000000004,0.47,-0.75,0.47
0.4,1.375,2.6,0.47,-0.75,0.47
0.6000000000000001,1.375,2.4000000000000004,0.47,-0.75,0.47
0.4,1.375,2.6,-0.62,0.49,-0.62
0.6000000000000001,1.375,2.4000000000000004,-0.62,0.49,-0.62
0.6000000000000001,1.625,2.6,-0.62,0.49,-0.62
0.4,1.375,2.6,0.51,-0.41,0.76
0.4,1.75,2.8000000000000003,0.51,-0.41,0.76
0.6000000000000001,1.625,2.6,0.51,-0.41,0.76
0.4,1.75,2.8000000000000003,0.0,0.85,-0.53
0.6000000000000001,1.625,2.6,0.0,0.85,-0.53
0.6000000000000001,1.75,2.8000000000000003,0.0,0.85,-0.53
0.4,1.75,2.8000000000000003,0.0,-0.85,-0.53
0.4,1.625,3.0,0.0,-0.85,-0.53
0.6000000000000001,1.75,2.8000000000000003,0.0,-0.85,-0.53
0.4,1.625,3.0,0.51,0.41,0.76
0.6000000000000001,1.75,2.8000000000000003,0.51,0.41,0.76
0.6000000000000001,1.375,3.0,0.51,0.41,0.76
0.4,1.625,3.0,-0.42,-0.34,-0.84
0.4,1.125,3.2,-0.42,-0.34,-0.84
0.6000000000000001,1.375,3.0,-0.42,-0.34,-0.84
0.4,1.125,3.2,-0.85,0.45,-0.28
0.6000000000000001,1.375,3.0,-0.85,0.45,-0.28
0.6000000000000001,1.5,3.2,-0.85,0.45,-0.28
0.4,1.125,3.2,0.66,-0.35,0.66
0.4,1.5,3.4000000000000004,0.66,-0.35,0.66
0.6000000000000001,1.5,3.2,0.66,-0.35,0.66
0.4,1.5,3.4000000000000004,0.47,0.75,0.47
0.6000000000000001,1.5,3.2,0.47,0.75,0.47
0.6000000000000001,1.375,3.4000000000000004,0.47,0.75,0.47
0.4,1.5,3.4000000000000004,-0.16,-0.25,0.95
0.4,2.25,3.6,-0.16,-0.25,0.95
0.6000000000000001,1.375,3.4000000000000004,-0.16,-0.25,0.95
0.4,2.25,3.6,0.89,0.28,-0.36
0.6000000000000001,1.375,3.4000000000000004,0.89,0.28,-0.36
0.6000000000000001,1.625,3.6,0.89,0.28,-0.36
0.4,2.25,3.6,-0.83,-0.26,-0.5
0.4,1.875,3.8000000000000003,-0.83,-0.26,-0.5
0.6000000000000001,1.625,3.6,-0.83,-0.26,-0.5
0.4,1.875,3.8000000000000003,0.85,0.45,0.28
0.6000000000000001,1.625,3.6,0.85,0.45,0.28
0.6000000000000001,1.5,3.8000000000000003,0.85,0.45,0.28
0.4,1.875,3.8000000000000003,-0.66,-0.35,0.66
0.4,2.25,4.0,-0.66,-0.35,0.66
0.6000000000000001,1.5,3.8000000000000003,-0.66,-0.35,0.66
0.4,2.25,4.0,0.0,0.26,-0.97
0.6000000000000001,1.5,3.8000000000000003,0.0,0.26,-0.97
0.6000000000000001,2.25,4.0,0.0,0.26,-0.97
0.4,2.25,4.0,0.0,-0.26,-0.97
0.4,1.5,4.2,0.0,-0.26,-0.97
0.6000000000000001,2.25,4.0,0.0,-0.26,-0.97
0.4,1.5,4.2,-0.19,0.3,0.94
0.6000000000000001,2.25,4.0,-0.19,0.3,0.94
0.6000000000000001,1.625,4.2,-0.19,0.3,0.94
0.4,1.5,4.2,0.47,-0.75,-0.47
0.4,1.375,4.4,0.47,-0.75,-0.47
0.6000000000000001,1.625,4.2,0.47,-0.75,-0.47
0.4,1.375,4.4,-0.47,0.75,0.47
0.6000000000000001,1.625,4.2,-0.47,0.75,0.47
0.6000000000000001,1.5,4.4,-0.47,0.75,0.47
0.4,1.375,4.4,0.53,-0.85,0.0
0.4,1.375,4.6000000000000005,0.53,-0.85,0.0
0.6000000000000001,1.5,4.4,0.53,-0.85,0.0
0.4,1.375,4.6000000000000005,0.51,0.41,0.76
0.6000000000000001,1.5,4.4,0.51,0.41,0.76
0.6000000000000001,1.125,4.6000000000000005,0.51,0.41,0.76
0.4,1.375,4.6000000000000005,-0.62,-0.49,-0.62
0.4,1.125,4.800000000000001,-0.62,-0.49,-0.62
0.6000000000000001,1.125,4.6000000000000005,-0.62,-0.49,-0.62
0.4,1.125,4.800000000000001,0.47,0.75,0.47
0.6000000000000001,1.125,4.6000000000000005,0.47,0.75,0.47
0.6000000000000001,1.0,4.800000000000001,0.47,0.75,0.47
0.4,1.125,4.800000000000001,-0.14,-0.22,0.97
0.4,2.0,5.0,-0.14,-0.22,0.97
0.6000000000000001,1.0,4.800000000000001,-0.14,-0.22,0.97
0.4,2.0,5.0,0.68,0.27,-0.68
0.6000000000000001,1.0,4.800000000000001,0.68,0.27,-0.68
0.6000000000000001,1.5,5.0,0.68,0.27,-0.68
0.4,2.0,5.0,-0.9,-0.36,-0.23
0.4,1.875,5.2,-0.9,-0.36,-0.23
