x,y,z,n1,n2,n3
0.2,1.375,3.4000000000000004,-0.12,-0.99,0.0
0.0,1.4,3.6,-0.39,0.78,-0.49
0.2,1.375,3.4000000000000004,-0.39,0.78,-0.49
0.2,1.5,3.6,-0.39,0.78,-0.49
0.0,1.4,3.6,0.33,-0.67,-0.67
0.0,1.2,3.8000000000000003,0.33,-0.67,-0.67
0.2,1.5,3.6,0.33,-0.67,-0.67
0.0,1.2,3.8000000000000003,-0.87,0.41,-0.26
0.2,1.5,3.6,-0.87,0.41,-0.26
0.2,1.625,3.8000000000000003,-0.87,0.41,-0.26
0.0,1.2,3.8000000000000003,0.69,-0.32,-0.65
0.0,0.8,4.0,0.69,-0.32,-0.65
0.2,1.625,3.8000000000000003,0.69,-0.32,-0.65
0.0,0.8,4.0,-0.87,0.3,0.38
0.2,1.625,3.8000000000000003,-0.87,0.3,0.38
0.2,1.375,4.0,-0.87,0.3,0.38
0.0,0.8,4.0,0.49,-0.17,0.85
0.0,1.8,4.2,0.49,-0.17,0.85
0.2,1.375,4.0,0.49,-0.17,0.85
0.0,1.8,4.2,-0.14,0.37,-0.92
0.2,1.375,4.0,-0.14,0.37,-0.92
0.2,1.875,4.2,-0.14,0.37,-0.92
0.0,1.8,4.2,0.35,-0.94,0.0
0.0,1.8,4.4,0.35,-0.94,0.0
0.2,1.875,4.2,0.35,-0.94,0.0
0.0,1.8,4.4,-0.73,0.32,-0.61
0.2,1.875,4.2,-0.73,0.32,-0.61
0.2,2.25,4.4,-0.73,0.32,-0.61
0.0,1.8,4.4,0.85,-0.38,0.38
0.0,2.0,4.6000000000000005,0.85,-0.38,0.38
0.2,2.25,4.4,0.85,-0.38,0.38
0.0,2.0,4.6000000000000005,-0.85,0.45,-0.28
0.2,2.25,4.4,-0.85,0.45,-0.28
0.2,2.375,4.6000000000000005,-0.85,0.45,-0.28
0.0,2.0,4.6000000000000005,0.8,-0.43,0.43
0.0,2.2,4.800000000000001,0.8,-0.43,0.43
0.2,2.375,4.6000000000000005,0.8,-0.43,0.43
0.0,2.2,4.800000000000001,-0.8,0.38,-0.47
0.2,2.375,4.6000000000000005,-0.8,0.38,-0.47
0.2,2.625,4.800000000000001,-0.8,0.38,-0.47
0.0,2.2,4.800000000000001,0.33,-0.16,-0.93
0.0,1.0,5.0,0.33,-0.16,-0.93
0.2,2.625,4.800000000000001,0.33,-0.16,-0.93
0.0,1.0,5.0,-0.64,0.17,0.75
0.2,2.625,4.800000000000001,-0.64,0.17,0.75
0.2,1.75,5.0,-0.64,0.17,0.75
0.0,1.0,5.0,0.86,-0.23,0.46
0.0,1.4,5.2,0.86,-0.23,0.46
0.2,1.75,5.0,0.86,-0.23,0.46
0.0,1.4,5.2,-0.9,0.38,-0.24
0.2,1.75,5.0,-0.9,0.38,-0.24
0.2,1.875,5.2,-0.9,0.38,-0.24
0.0,1.4,5.2,0.86,-0.36,-0.36
0.0,1.2,5.4,0.86,-0.36,-0.36
0.2,1.875,5.2,0.86,-0.36,-0.36
0.0,1.2,5.4,-0.92,0.33,0.21
0.2,1.875,5.2,-0.92,0.33,0.21
0.2,1.75,5.4,-0.92,0.33,0.21
0.0,1.2,5.4,0.89,-0.32,0.32
0.0,1.4,5.6000000000000005,0.89,-0.32,0.32
0.2,1.75,5.4,0.89,-0.32,0.32
0.0,1.4,5.6000000000000005,0.06,0.47,0.88
0.2,1.75,5.4,0.06,0.47,0.88
0.2,1.375,5.6000000000000005,0.06,0.47,0.88
0.0,1.4,5.6000000000000005,-0.06,-0.45,0.89
0.0,1.8,5.800000000000001,-0.06,-0.45,0.89
0.2,1.375,5.6000000000000005,-0.06,-0.45,0.89
0.0,1.8,5.800000000000001,-0.39,0.24,-0.89
0.2,1.375,5.6000000000000005,-0.39,0.24,-0.89
0.2,2.125,5.800000000000001,-0.39,0.24,-0.89
0.0,1.8,5.800000000000001,0.75,-0.46,0.46
0.0,2.0,6.0,0.75,-0.46,0.46
0.2,2.125,5.800000000000001,0.75,-0.46,0.46
0.0,2.0,6.0,0.61,0.24,0.76
0.2,2.125,5.800000000000001,0.61,0.24,0.76
0.2,1.5,6.0,0.61,0.24,0.76
0.0,2.0,6.0,-0.93,-0.37,0.0
0.0,2.0,6.2,-0.93,-0.37,0.0
0.2,1.5,6.0,-0.93,-0.37,0.0
0.0,2.0,6.2,0.85,0.45,-0.28
0.2,1.5,6.0,0.85,0.45,-0.28
0.2,1.625,6.2,0.85,0.45,-0.28
0.0,2.0,6.2,-0.8,-0.43,0.43
0.0,2.2,6.4,-0.8,-0.43,0.43
0.2,1.625,6.2,-0.8,-0.43,0.43
0.0,2.2,6.4,0.89,0.39,-0.25
0.2,1.625,6.2,0.89,0.39,-0.25
0.2,1.75,6.4,0.89,0.39,-0.25
0.0,2.2,6.4,-0.71,-0.32,-0.63
0.0,1.8,6.6000000000000005,-0.71,-0.32,-0.63
0.2,1.75,6.4,-0.71,-0.32,-0.63
0.0,1.8,6.6000000000000005,-0.53,0.53,-0.66
0.2,1.75,6.4,-0.53,0.53,-0.66
0.2,2.0,6.6000000000000005,-0.53,0.53,-0.66
0.0,1.8,6.6000000000000005,0.58,-0.58,0.58
0.0,2.0,6.800000000000001,0.58,-0.58,0.58
0.2,2.0,6.6000000000000005,0.58,-0.58,0.58
0.0,2.0,6.800000000000001,0.47,0.75,0.47
0.2,2.0,6.6000000000000005,0.47,0.75,0.47
0.2,1.875,6.800000000000001,0.47,0.75,0.47
0.0,2.0,6.800000000000001,-0.27,-0.43,-0.86
0.0,1.6,7.0,-0.27,-0.43,-0.86
0.2,1.875,6.800000000000001,-0.27,-0.43,-0.86
0.0,1.6,7.0,0.23,0.46,0.86
0.2,1.875,6.800000000000001,0.23,0.46,0.86
0.2,1.5,7.0,0.23,0.46,0.86
0.0,1.6,7.0,-0.12,-0.24,-0.96
0.0,0.8,7.2,-0.12,-0.24,-0.96
0.2,1.5,7.0,-0.12,-0.24,-0.96
0.0,0.8,7.2,-0.93,0.32,0.2
0.2,1.5,7.0,-0.93,0.32,0.2
0.2,1.375,7.2,-0.93,0.32,0.2
0.0,0.8,7.2,0.67,-0.23,0.7
0.0,1.4,7.4,0.67,-0.23,0.7
0.2,1.375,7.2,0.67,-0.23,0.7
0.0,1.4,7.4,-0.57,0.51,-0.64
0.2,1.375,7.2,-0.57,0.51,-0.64
0.2,1.625,7.4,-0.57,0.51,-0.64
0.0,1.4,7.4,0.45,-0.4,0.8
0.0,1.8,7.6000000000000005,0.45,-0.4,0.8
0.2,1.625,7.4,0.45,-0.4,0.8
0.0,1.8,7.6000000000000005,-0.43,0.43,-0.8
0.2,1.625,7.4,-0.43,0.43,-0.8
0.2,2.0,7.6000000000000005,-0.43,0.43,-0.8
0.0,1.8,7.6000000000000005,0.41,-0.41,0.82
0.0,2.2,7.800000000000001,0.41,-0.41,0.82
0.2,2.0,7.6000000000000005,0.41,-0.41,0.82
0.0,2.2,7.800000000000001,-0.38,0.44,-0.82
0.2,2.0,7.6000000000000005,-0.38,0.44,-0.82
0.2,2.375,7.800000000000001,-0.38,0.44,-0.82
0.0,2.2,7.800000000000001,0.36,-0.42,-0.83
0.0,1.8,8.0,0.36,-0.42,-0.83
0.2,2.375,7.800000000000001,0.36,-0.42,-0.83
0.0,1.8,8.0,0.08,0.3,0.95
0.2,2.375,7.800000000000001,0.08,0.3,0.95
0.2,1.75,8.0,0.08,0.3,0.95
0.0,1.8,8.0,-0.24,-0.97,0.0
0.0,1.8,8.200000000000001,-0.24,-0.97,0.0
0.2,1.75,8.0,-0.24,-0.97,0.0
0.0,1.8,8.200000000000001,0.6,0.68,0.43
0.2,1.75,8.0,0.6,0.68,0.43
0.2,1.625,8.200000000000001,0.6,0.68,0.43
0.0,1.8,8.200000000000001,-0.36,-0.42,-0.83
0.0,1.4,8.4,-0.36,-0.42,-0.83
0.2,1.625,8.200000000000001,-0.36,-0.42,-0.83
0.0,1.4,8.4,-0.39,0.78,0.49
0.2,1.625,8.200000000000001,-0.39,0.78,0.49
0.2,1.5,8.4,-0.39,0.78,0.49
0.0,1.4,8.4,0.16,-0.31,0.94
0.0,2.0,8.6,0.16,-0.31,0.94
0.2,1.5,8.4,0.16,-0.31,0.94
0.0,2.0,8.6,0.85,0.45,-0.28
0.2,1.5,8.4,0.85,0.45,-0.28
0.2,1.625,8.6,0.85,0.45,-0.28
0.0,2.0,8.6,-0.51,-0.27,-0.82
0.0,1.4,8.8,-0.51,-0.27,-0.82
0.2,1.625,8.6,-0.51,-0.27,-0.82
0.0,1.4,8.8,-0.39,0.78,0.49
0.2,1.625,8.6,-0.39,0.78,0.49
0.2,1.5,8.8,-0.39,0.78,0.49
0.0,1.4,8.8,0.33,-0.67,0.67
0.0,1.6,9.0,0.33,-0.67,0.67
0.2,1.5,8.8,0.33,-0.67,0.67
0.0,1.6,9.0,-0.11,0.84,-0.53
0.2,1.5,8.8,-0.11,0.84,-0.53
0.2,1.625,9.0,-0.11,0.84,-0.53
0.0,1.6,9.0,0.09,-0.7,-0.7
0.0,1.4,9.200000000000001,0.09,-0.7,-0.7
0.2,1.625,9.0,0.09,-0.7,-0.7
0.0,1.4,9.200000000000001,-0.75,0.66,0.0
0.2,1.625,9.0,-0.75,0.66,0.0
0.2,1.625,9.200000000000001,-0.75,0.66,0.0
0.0,1.4,9.200000000000001,0.34,-0.3,0.89
0.0,2.0,9.4,0.34,-0.3,0.89
0.2,1.625,9.200000000000001,0.34,-0.3,0.89
0.0,2.0,9.4,0.36,0.58,-0.73
0.2,1.625,9.200000000000001,0.36,0.58,-0.73
0.2,1.875,9.4,0.36,0.58,-0.73
0.0,2.0,9.4,-0.27,-0.43,-0.86
0.0,1.6,9.600000000000001,-0.27,-0.43,-0.86
0.2,1.875,9.4,-0.27,-0.43,-0.86
0.0,1.6,9.600000000000001,0.39,0.34,0.86
0.2,1.875,9.4,0.39,0.34,0.86
0.2,1.375,9.600000000000001,0.39,0.34,0.86
0.0,1.6,9.600000000000001,-0.67,-0.59,0.45
0.0,1.75,9.8,-0.67,-0.59,0.45
0.2,1.375,9.600000000000001,-0.67,-0.59,0.45
0.0,1.75,9.8,0.9,0.33,0.29
0.2,1.375,9.600000000000001,0.9,0.33,0.29
0.2,1.2,9.8,0.9,0.33,0.29
0.2,1.0,0.0,-0.43,-0.43,0.8
0.2,1.375,0.2,-0.43,-0.43,0.8
0.4,0.8,0.0,-0.43,-0.43,0.8
0.2,1.375,0.2,-0.28,0.23,-0.93
0.4,0.8,0.0,-0.28,0.23,-0.93
0.4,1.625,0.2,-0.28,0.23,-0.93
0.2,1.375,0.2,0.73,-0.58,-0.36
0.2,1.25,0.4,0.73,-0.58,-0.36
0.4,1.625,0.2,0.73,-0.58,-0.36
0.2,1.25,0.4,-0.88,0.47,0.0
0.4,1.625,0.2,-0.88,0.47,0.0
0.4,1.625,0.4,-0.88,0.47,0.0
0.2,1.25,0.4,0.88,-0.47,0.0
0.2,1.25,0.6000000000000001,0.88,-0.47,0.0
0.4,1.625,0.4,0.88,-0.47,0.0
0.2,1.25,0.6000000000000001,-0.89,0.28,-0.36
0.4,1.625,0.4,-0.89,0.28,-0.36
0.4,1.875,0.6000000000000001,-0.89,0.28,-0.36
0.2,1.25,0.6000000000000001,0.89,-0.28,-0.36
0.2,1.0,0.8,0.89,-0.28,-0.36
0.4,1.875,0.6000000000000001,0.89,-0.28,-0.36
0.2,1.0,0.8,0.0,0.22,0.97
0.4,1.875,0.6000000000000001,0.0,0.22,0.97
0.4,1.0,0.8,0.0,0.22,0.97
0.2,1.0,0.8,0.0,-0.85,-0.53
0.2,0.875,1.0,0.0,-0.85,-0.53
0.4,1.0,0.8,0.0,-0.85,-0.53
0.2,0.875,1.0,-0.53,0.85,0.0
0.4,1.0,0.8,-0.53,0.85,0.0
0.4,1.0,1.0,-0.53,0.85,0.0
0.2,0.875,1.0,0.28,-0.45,0.85
0.2,1.25,1.2000000000000002,0.28,-0.45,0.85
0.4,1.0,1.0,0.28,-0.45,0.85
0.2,1.25,1.2000000000000002,0.78,0.62,-0.0
0.4,1.0,1.0,0.78,0.62,-0.0
0.4,1.0,1.2000000000000002,0.78,0.62,-0.0
0.2,1.25,1.2000000000000002,-0.62,-0.49,0.62
0.2,1.5,1.4000000000000001,-0.62,-0.49,0.62
0.4,1.0,1.2000000000000002,-0.62,-0.49,0.62
0.2,1.5,1.4000000000000001,-0.44,0.18,-0.88
0.4,1.0,1.2000000000000002,-0.44,0.18,-0.88
0.4,2.0,1.4000000000000001,-0.44,0.18,-0.88
0.2,1.5,1.4000000000000001,0.9,-0.36,-0.23
0.2,1.375,1.6,0.9,-0.36,-0.23
0.4,2.0,1.4000000000000001,0.9,-0.36,-0.23
0.2,1.375,1.6,0.16,0.25,0.95
0.4,2.0,1.4000000000000001,0.16,0.25,0.95
0.4,1.25,1.6,0.16,0.25,0.95
0.2,1.375,1.6,-0.36,-0.58,0.73
0.2,1.625,1.8,-0.36,-0.58,0.73
0.4,1.25,1.6,-0.36,-0.58,0.73
0.2,1.625,1.8,0.36,0.58,-0.73
0.4,1.25,1.6,0.36,0.58,-0.73
0.4,1.5,1.8,0.36,0.58,-0.73
0.2,1.625,1.8,-0.36,-0.58,-0.73
0.2,1.375,2.0,-0.36,-0.58,-0.73
0.4,1.5,1.8,-0.36,-0.58,-0.73
0.2,1.375,2.0,0.63,0.2,0.75
0.4,1.5,1.8,0.63,0.2,0.75
0.4,0.75,2.0,0.63,0.2,0.75
0.2,1.375,2.0,-0.89,-0.28,0.36
0.2,1.625,2.2,-0.89,-0.28,0.36
0.4,0.75,2.0,-0.89,-0.28,0.36
0.2,1.625,2.2,0.16,0.25,-0.95
0.4,0.75,2.0,0.16,0.25,-0.95
0.4,1.5,2.2,0.16,0.25,-0.95
0.2,1.625,2.2,-0.53,-0.85,0.0
0.2,1.625,2.4000000000000004,-0.53,-0.85,0.0
0.4,1.5,2.2,-0.53,-0.85,0.0
0.2,1.625,2.4000000000000004,0.76,0.3,0.57
0.4,1.5,2.2,0.76,0.3,0.57
0.4,1.125,2.4000000000000004,0.76,0.3,0.57
0.2,1.625,2.4000000000000004,-0.76,-0.3,0.57
0.2,2.0,2.6,-0.76,-0.3,0.57
0.4,1.125,2.4000000000000004,-0.76,-0.3,0.57
0.2,2.0,2.6,0.89,0.28,-0.36
0.4,1.125,2.4000000000000004,0.89,0.28,-0.36
0.4,1.375,2.6,0.89,0.28,-0.36
0.2,2.0,2.6,-0.94,-0.3,0.19
0.2,2.125,2.8000000000000003,-0.94,-0.3,0.19
0.4,1.375,2.6,-0.94,-0.3,0.19
0.2,2.125,2.8000000000000003,0.94,0.17,0.31
0.4,1.375,2.6,0.94,0.17,0.31
0.4,1.0,2.8000000000000003,0.94,0.17,0.31
0.2,2.125,2.8000000000000003,-0.96,-0.17,-0.21
0.2,1.875,3.0,-0.96,-0.17,-0.21
0.4,1.0,2.8000000000000003,-0.96,-0.17,-0.21
0.2,1.875,3.0,0.0,0.22,-0.97
0.4,1.0,2.8000000000000003,0.0,0.22,-0.97
0.4,1.875,3.0,0.0,0.22,-0.97
0.2,1.875,3.0,0.0,-0.85,-0.53
0.2,1.75,3.2,0.0,-0.85,-0.53
0.4,1.875,3.0,0.0,-0.85,-0.53
0.2,1.75,3.2,0.36,0.58,0.73
0.4,1.875,3.0,0.36,0.58,0.73
0.4,1.625,3.2,0.36,0.58,0.73
0.2,1.75,3.2,-0.28,-0.45,-0.85
0.2,1.375,3.4000000000000004,-0.28,-0.45,-0.85
0.4,1.625,3.2,-0.28,-0.45,-0.85
0.2,1.375,3.4000000000000004,-0.78,0.62,0.0
0.4,1.625,3.2,-0.78,0.62,0.0
0.4,1.625,3.4000000000000004,-0.78,0.62,0.0
0.2,1.375,3.4000000000000004,0.73,-0.58,0.36
0.2,1.5,3.6,0.73,-0.58,0.36
0.4,1.625,3.4000000000000004,0.73,-0.58,0.36
0.2,1.5,3.6,0.51,0.41,0.76
0.4,1.625,3.4000000000000004,0.51,0.41,0.76
0.4,1.25,3.6,0.51,0.41,0.76
0.2,1.5,3.6,-0.73,-0.58,0.36
0.2,1.625,3.8000000000000003,-0.73,-0.58,0.36
0.4,1.25,3.6,-0.73,-0.58,0.36
0.2,1.625,3.8000000000000003,0.84,0.17,0.52
0.4,1.25,3.6,0.84,0.17,0.52
0.4,0.625,3.8000000000000003,0.84,0.17,0.52
0.2,1.625,3.8000000000000003,-0.95,-0.19,-0.24
0.2,1.375,4.0,-0.95,-0.19,-0.24
0.4,0.625,3.8000000000000003,-0.95,-0.19,-0.24
0.2,1.375,4.0,0.66,0.35,-0.66
0.4,0.625,3.8000000000000003,0.66,0.35,-0.66
0.4,1.0,4.0,0.66,0.35,-0.66
0.2,1.375,4.0,-0.57,-0.3,0.76
0.2,1.875,4.2,-0.57,-0.3,0.76
0.4,1.0,4.0,-0.57,-0.3,0.76
0.2,1.875,4.2,0.89,0.28,-0.36
0.4,1.0,4.0,0.89,0.28,-0.36
0.4,1.25,4.2,0.89,0.28,-0.36
0.2,1.875,4.2,-0.83,-0.26,0.5
0.2,2.25,4.4,-0.83,-0.26,0.5
0.4,1.25,4.2,-0.83,-0.26,0.5
0.2,2.25,4.4,0.0,0.2,-0.98
0.4,1.25,4.2,0.0,0.2,-0.98
0.4,2.25,4.4,0.0,0.2,-0.98
0.2,2.25,4.4,0.0,-0.85,0.53
0.2,2.375,4.6000000000000005,0.0,-0.85,0.53
0.4,2.25,4.4,0.0,-0.85,0.53
0.2,2.375,4.6000000000000005,-0.51,0.41,-0.76
0.4,2.25,4.4,-0.51,0.41,-0.76
0.4,2.625,4.6000000000000005,-0.51,0.41,-0.76
0.2,2.375,4.6000000000000005,0.62,-0.49,0.62
0.2,2.625,4.800000000000001,0.62,-0.49,0.62
0.4,2.625,4.6000000000000005,0.62,-0.49,0.62
0.2,2.625,4.800000000000001,0.47,0.75,0.47
0.4,2.625,4.6000000000000005,0.47,0.75,0.47
0.4,2.5,4.800000000000001,0.47,0.75,0.47
0.2,2.625,4.800000000000001,-0.14,-0.22,-0.97
0.2,1.75,5.0,-0.14,-0.22,-0.97
0.4,2.5,4.800000000000001,-0.14,-0.22,-0.97
0.2,1.75,5.0,0.0,0.26,0.97
0.4,2.5,4.800000000000001,0.0,0.26,0.97
0.4,1.75,5.0,0.0,0.26,0.97
0.2,1.75,5.0,0.0,-0.85,0.53
0.2,1.875,5.2,0.0,-0.85,0.53
0.4,1.75,5.0,0.0,-0.85,0.53
0.2,1.875,5.2,0.76,0.24,0.61
0.4,1.75,5.0,0.76,0.24,0.61
0.4,1.25,5.2,0.76,0.24,0.61
0.2,1.875,5.2,-0.94,-0.3,-0.19
0.2,1.75,5.4,-0.94,-0.3,-0.19
0.4,1.25,5.2,-0.94,-0.3,-0.19
0.2,1.75,5.4,0.85,0.45,-0.28
0.4,1.25,5.2,0.85,0.45,-0.28
0.4,1.375,5.4,0.85,0.45,-0.28
0.2,1.75,5.4,-0.66,-0.35,-0.66
0.2,1.375,5.6000000000000005,-0.66,-0.35,-0.66
0.4,1.375,5.4,-0.66,-0.35,-0.66
0.2,1.375,5.6000000000000005,0.47,0.75,0.47
0.4,1.375,5.4,0.47,0.75,0.47
0.4,1.25,5.6000000000000005,0.47,0.75,0.47
0.2,1.375,5.6000000000000005,-0.16,-0.25,0.95
0.2,2.125,5.800000000000001,-0.16,-0.25,0.95
0.4,1.25,5.6000000000000005,-0.16,-0.25,0.95
0.2,2.125,5.800000000000001,0.16,0.25,-0.95
0.4,1.25,5.6000000000000005,0.16,0.25,-0.95
0.4,2.0,5.800000000000001,0.16,0.25,-0.95
0.2,2.125,5.800000000000001,-0.19,-0.3,-0.94
0.2,1.5,6.0,-0.19,-0.3,-0.94
0.4,2.0,5.800000000000001,-0.19,-0.3,-0.94
0.2,1.5,6.0,0.0,0.37,0.93
0.4,2.0,5.800000000000001,0.0,0.37,0.93
0.4,1.5,6.0,0.0,0.37,0.93
0.2,1.5,6.0,0.0,-0.85,0.53
0.2,1.625,6.2,0.0,-0.85,0.53
0.4,1.5,6.0,0.0,-0.85,0.53
0.2,1.625,6.2,-0.51,0.41,-0.76
0.4,1.5,6.0,-0.51,0.41,-0.76
0.4,1.875,6.2,-0.51,0.41,-0.76
0.2,1.625,6.2,0.73,-0.58,0.36
0.2,1.75,6.4,0.73,-0.58,0.36
0.4,1.875,6.2,0.73,-0.58,0.36
0.2,1.75,6.4,0.51,0.41,0.76
0.4,1.875,6.2,0.51,0.41,0.76
0.4,1.5,6.4,0.51,0.41,0.76
0.2,1.75,6.4,-0.62,-0.49,0.62
0.2,2.0,6.6000000000000005,-0.62,-0.49,0.62
0.4,1.5,6.4,-0.62,-0.49,0.62
0.2,2.0,6.6000000000000005,0.93,0.37,-0.0
0.4,1.5,6.4,0.93,0.37,-0.0
0.4,1.5,6.6000000000000005,0.93,0.37,-0.0
0.2,2.0,6.6000000000000005,-0.9,-0.36,-0.23
0.2,1.875,6.800000000000001,-0.9,-0.36,-0.23
0.4,1.5,6.6000000000000005,-0.9,-0.36,-0.23
0.2,1.875,6.800000000000001,0.0,0.47,-0.88
0.4,1.5,6.6000000000000005,0.0,0.47,-0.88
0.4,1.875,6.800000000000001,0.0,0.47,-0.88
0.2,1.875,6.800000000000001,0.0,-0.47,-0.88
0.2,1.5,7.0,0.0,-0.47,-0.88
0.4,1.875,6.800000000000001,0.0,-0.47,-0.88
0.2,1.5,7.0,-0.73,0.58,0.36
0.4,1.875,6.800000000000001,-0.73,0.58,0.36
0.4,1.75,7.0,-0.73,0.58,0.36
0.2,1.5,7.0,0.73,-0.58,-0.36
0.2,1.375,7.2,0.73,-0.58,-0.36
0.4,1.75,7.0,0.73,-0.58,-0.36
0.2,1.375,7.2,-0.73,0.58,0.36
0.4,1.75,7.0,-0.73,0.58,0.36
0.4,1.625,7.2,-0.73,0.58,0.36
0.2,1.375,7.2,0.62,-0.49,0.62
0.2,1.625,7.4,0.62,-0.49,0.62
0.4,1.625,7.2,0.62,-0.49,0.62
0.2,1.625,7.4,0.0,1.0,-0.0
0.4,1.625,7.2,0.0,1.0,-0.0
